timestamp,elapsed_s,qr_command,all_detections,nav_state,cmd_linear_x,cmd_angular_z,detection_event
2026-05-21T20:11:04.243,0.225,,,,0.0000,0.0000,False
2026-05-21T20:11:04.443,0.425,,,,0.0000,0.0000,False
2026-05-21T20:11:04.643,0.625,,,,0.0000,0.0000,False
2026-05-21T20:11:04.849,0.831,,,,0.0000,0.0000,False
2026-05-21T20:11:05.048,1.030,,,,0.0000,0.0000,False
2026-05-21T20:11:05.244,1.226,,,,0.0000,0.0000,False
2026-05-21T20:11:05.443,1.425,,,,0.0000,0.0000,False
2026-05-21T20:11:05.644,1.626,,,,0.0000,0.0000,False
2026-05-21T20:11:05.843,1.825,,,,0.0000,0.0000,False
2026-05-21T20:11:06.044,2.026,,,,0.0000,0.0000,False
2026-05-21T20:11:06.247,2.229,,,,0.0000,0.0000,False
2026-05-21T20:11:06.444,2.426,,,,0.0000,0.0000,False
2026-05-21T20:11:06.644,2.626,,,,0.0000,0.0000,False
2026-05-21T20:11:06.844,2.826,,,,0.0000,0.0000,False
2026-05-21T20:11:07.044,3.026,,,,0.0000,0.0000,False
2026-05-21T20:11:07.243,3.225,,,,0.0000,0.0000,False
2026-05-21T20:11:07.443,3.425,,,,0.0000,0.0000,False
2026-05-21T20:11:07.643,3.625,,,,0.0000,0.0000,False
2026-05-21T20:11:07.843,3.825,,,,0.0000,0.0000,False
2026-05-21T20:11:08.043,4.025,,,,0.0000,0.0000,False
2026-05-21T20:11:08.243,4.225,,,,0.0000,0.0000,False
2026-05-21T20:11:08.443,4.425,,,,0.0000,0.0000,False
2026-05-21T20:11:08.643,4.625,,,,0.0000,0.0000,False
2026-05-21T20:11:08.843,4.825,,,,0.0000,0.0000,False
2026-05-21T20:11:09.043,5.025,,,,0.0000,0.0000,False
2026-05-21T20:11:09.243,5.225,,,,0.0000,0.0000,False
2026-05-21T20:11:09.443,5.425,,,,0.0000,0.0000,False
2026-05-21T20:11:09.643,5.625,,,,0.0000,0.0000,False
2026-05-21T20:11:09.843,5.825,,,,0.0000,0.0000,False
2026-05-21T20:11:10.044,6.026,,,,0.0000,0.0000,False
2026-05-21T20:11:10.243,6.225,,,,0.0000,0.0000,False
2026-05-21T20:11:10.443,6.425,,,,0.0000,0.0000,False
2026-05-21T20:11:10.643,6.625,,,,0.0000,0.0000,False
2026-05-21T20:11:10.843,6.825,,,,0.0000,0.0000,False
2026-05-21T20:11:11.044,7.026,,,,0.0000,0.0000,False
2026-05-21T20:11:11.243,7.225,,,,0.0000,0.0000,False
2026-05-21T20:11:11.443,7.425,,,,0.0000,0.0000,False
2026-05-21T20:11:11.643,7.625,,,,0.0000,0.0000,False
2026-05-21T20:11:11.843,7.825,,,,0.0000,0.0000,False
