timestamp,elapsed_s,qr_command,all_detections,nav_state,cmd_linear_x,cmd_angular_z,detection_event
2026-05-22T07:30:01.919,0.259,,,,0.0000,0.0000,False
2026-05-22T07:30:02.120,0.460,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:02.319,0.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:02.519,0.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:02.719,1.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:02.919,1.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:03.119,1.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:03.319,1.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:03.519,1.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:03.719,2.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:03.920,2.260,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:04.120,2.460,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:04.319,2.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:04.519,2.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:04.719,3.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:04.919,3.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:05.119,3.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:05.319,3.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:05.519,3.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:05.719,4.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:05.919,4.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:06.119,4.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:06.319,4.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:06.519,4.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:06.719,5.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:06.919,5.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:07.119,5.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:07.319,5.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:07.519,5.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:07.719,6.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:07.919,6.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:08.119,6.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:08.319,6.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:08.519,6.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:08.719,7.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:08.919,7.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:09.119,7.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:09.319,7.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:09.519,7.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:09.719,8.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:09.919,8.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:10.119,8.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:10.319,8.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:10.519,8.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:10.719,9.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:10.919,9.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:11.119,9.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:11.319,9.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:11.519,9.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:11.719,10.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:11.919,10.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:12.119,10.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:12.319,10.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:12.519,10.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:12.719,11.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:12.919,11.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:13.119,11.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:13.319,11.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:13.519,11.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:13.719,12.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:13.919,12.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:14.119,12.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:14.319,12.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:14.519,12.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:14.719,13.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:14.919,13.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:15.119,13.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:15.319,13.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:15.519,13.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:15.719,14.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:15.919,14.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:16.119,14.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:16.319,14.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:16.521,14.861,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:16.719,15.059,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:16.919,15.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:17.119,15.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:17.319,15.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:17.519,15.859,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:17.720,16.060,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:17.919,16.259,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:18.119,16.459,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:18.319,16.659,,,IDLE,0.0000,0.0000,False
2026-05-22T07:30:18.519,16.859,,,IDLE,0.0000,0.0000,False
