angle_deg,reps_detected,reps_planned,bbox_mean,bbox_std,bbox_min,bbox_max,detection_rate
0,12,10,6960.962730272207,130.31575001082885,6608.575881958008,7169.096527099609,1.2
15,13,10,7720.83688480278,70.6885672095735,7544.726806640625,7877.070786432829,1.3
30,13,10,6849.330150694013,320.8938713390872,6445.905532836914,7385.095932006836,1.3
45,6,10,4578.8719368927805,177.8254080792524,4294.635928713251,4819.107339040376,0.6
